author,amount,content,likes,authorProfilePicture
"@Chicken-d8x","$4,99","I always thought they were great, but now they are monsters","951","null"
"@kingtangaming9895","AED 7,29","I finally became a member after some donations I gave pls pin me this time zdak    if this get 5k likes I will upgrade the subscription","471","null"
"@Goku-911rizz","$15,00","Lol","840","null"
"@kingtangaming9895","AED 7,29","Pls pin me this time   zdak","77","null"
"@Mewingrizzler2013","€2,49","Fr","94","null"
"@Mewingrizzler2013","€2,49","Said like a sigma","3,3 K","https://yt3.ggpht.com/qgDT3eWfuTAwHNVwtFzcyefDqguvJ1u5sqxXWddQTpSESVgGpCwjImhZ03d6qkpw-3OnWboP=s88-c-k-c0x00ffffff-no-rj"
"@Oh-Dears","$2,00","Want money no? To bad your getting some","1,3 K","null"
"@canottelling7511","$2,00","Idk just thought i would do this cuz im bored","1,7 K","https://yt3.ggpht.com/ytc/AIdro_m3L0S7P_eMmpwMB8zOSzEXWenJJhV1gRmVoWRTTcwKpVlhP3RBzgr1YCAhK-Z8fiPMTQ=s88-c-k-c0x00ffffff-no-rj"
"@kylemurcia5255","PHP 50,00","Bro fr never running out of ideas ","517","null"
"@Humdoo-Gaming","CA$2,79","Yo you doing a face reveal yet? Also I’m a very big fan I hope you see this!!!","138","null"
"@LukasHabtoch-v8i","€5,00","My wife is my girlfriend","17 K","https://yt3.ggpht.com/ytc/AIdro_leFFe8KMeL6dviJz4lflNtiouNm3lwAszN8UUFbfSwdMLOPurEgsecMSCzM5JDe-AUAA=s88-c-k-c0x00ffffff-no-rj"
"@ImSparkLight","CA$2,00","Welp ima be getting 0% off ","4,4 K","null"
"@subhamsahu6172","₹200,00","Ah looks likes I'm eating free today, 1 table for 31 yr and 2 tables for 12 years olds please ","3,8 K","null"
"@dclogin-n9y","₹40,00","Marry your girlfriend on valentine's day and bring her here. Ez win  (Btw my name is sahil)","819","null"
"@Eiji-iq1ks","$2,00","Thanks. This is my first time. ","716","https://yt3.ggpht.com/ytc/AIdro_m2gSlRZ8pnKJyCcGdJLGFQ9gRQp0EvqSYZSulf8MYqwOgLgQf6khYraMqkL0JYWSFS6w=s88-c-k-c0x00ffffff-no-rj"
"@ATHISHKRISHNA944","₹40,00","What about singles ","895","https://yt3.ggpht.com/ytc/AIdro_k489dbUjVHiavMXCVBLGMHjuZ1MbGhFgMATRJyE25ZAk1KhQl3s6Hf7REnBDXFhbKjBA=s88-c-k-c0x00ffffff-no-rj"
"@kingtangaming9895","AED 7,29","U dropped this ","266","null"
"@userappolguy","PHP 50,00","Literally mr beast haters yet enjoyers lol","25 K","https://yt3.ggpht.com/zfFwEyw2zO3IUaj-G5sZBeenhD_sN0twk6UrZcQzkwF7EuBR1KqCGCrPzmnUku5qiWaP7iouyoA=s88-c-k-c0x00ffffff-no-rj"
"@Miketriss333","CA$2,79","The commenter's name...     Edit: I do not care about using the dead rose emoji it looks ugly I'm sticking to the skull emoji","4,7 K","null"
"@ashspresso98","£2,00","VIOLATION OF OUR RIGHTS!!","8,6 K","https://yt3.ggpht.com/ld8s34wVvJPTGk9zp0G-b2AhMHp5OD9oUTQC5HygEp6x2EvDqY6nEoMgcHu624QmmIMDy2HiMSo=s88-c-k-c0x00ffffff-no-rj"
"@Arduinoandotherstuff","SEK 20,00","Being criminal is illegal ","3,8 K","null"
"@Notalegnd","PHP 50,00","This is so sad","1,4 K","null"
"@chaosxgaming4929","MYR 6,00","Rules are made to be broken   (Just call me Kurumi)","860","null"
"@subhamsahu6172","₹200,00","Here before kadz","535","null"
"@xw0323","CA$2,79","","652","https://yt3.ggpht.com/Y0Ow3R2dsV2a3Oi7cf5EEPU3RuHaBhPrYCKNiw38IZACQIzFuZ_51fsFMRPnQWJsCbZRG5FK=s88-c-k-c0x00ffffff-no-rj"
"@RMCRealms","$10,00","No prob Zdak","2,7 K","https://yt3.ggpht.com/2ocIJAZgdANIrplafQvdeIOTkb7wjX99N5SJLCgBjaLUCgfCmWQKL1SwDd7DQN6z8S2yGeYBgw=s88-c-k-c0x00ffffff-no-rj"
"@ashspresso98","£2,00","He not wrong tho","9,8 K","https://yt3.ggpht.com/ld8s34wVvJPTGk9zp0G-b2AhMHp5OD9oUTQC5HygEp6x2EvDqY6nEoMgcHu624QmmIMDy2HiMSo=s88-c-k-c0x00ffffff-no-rj"
"@KRBS2023","NZ$5,00","He indeed solves it","761","null"
"@RMCRealms","$5,00","VALID FR","537","null"
"@gamal5649","$1,99","Rs","351","https://yt3.ggpht.com/ytc/AIdro_lnnqzXEB5YoM6YIqlN8Gg-GgI4xfJDa-2WVLAl-PLX4SL08LlOSPCZoilDvYHVThuyjQ=s88-c-k-c0x00ffffff-no-rj"
"@Luf3y","$15,00","Yippeeee","8,3 K","https://yt3.ggpht.com/OhEMUhYfouj-tTu67cJVLrvugCsHOsSgLv32JB1efIM15MrY2qsdExgVcaogdG-pBkpI-ApFRJE=s88-c-k-c0x00ffffff-no-rj"
"@SpeedyDuk","$4,99","I dont like snickers anymore ","5,5 K","null"
"@ShadowX-n9c","$2,00","I can relate ","3,1 K","null"
"@Luf3y","$2,00","Man why is the white short","2,5 K","null"
"@Goofiestofgoobers-u8q","$10,00","Erm, what the sigma  I am vewy proud to be apart of da community rn","1,9 K","null"
"@subhamsahu6172","₹200,00","Here before gelnox","462","null"
"@9c4tyj9fc1jjn","CA$5,00","Very odd.......heres five buckiroonies this time! im starting to become poor, but who cares lol","1 K","null"
"@Skymanxl","฿69,00","ขอขอบคุณ","477","null"
"@ganrajbhai12","₹40,00","Bro what is your country name","527","null"
"@IAMASURGEON4LIFE","$10,00","I heard this where I could make a money deposit ","867","https://yt3.ggpht.com/9dH2n8HTDBqKk8aQYZSYlc4XYBTooF2wfJvJew284f_v3PxEHVUNKbcia2wa57KRIG3SVvRs-A=s88-c-k-c0x00ffffff-no-rj"
"@GravityGrip-e3f","DKK 45,00","Albert= Unlimited aura    And yes i liked my own comment ","550","null"
"@aviation_master54_official","€2,49","albert really said “nah i’d win”","344","null"
"@Potato_neo","HK$15,00","This is literally around 2 dollars bro.","13","null"
"@We-a-FAN","$1,99","In Albert we trust🫡","185","null"
"@9c4tyj9fc1jjn","CA$10,00","Heres another ten buckiroonies! But albert got those roasts","172","null"
"@Haohaogame123","₫20.000","Wow","143","null"
"@Paradox-z3m","$1,99","Bros gonna get back stabbed ️    Pin? ","109","null"
"@Dawg_yochill","$2,00","All bucks I had anyways I'm bored have any ideas to what I should draw?","61","null"
"@BaxosWolves","$2,00","Kid gohan when?","32 K","https://yt3.ggpht.com/T31dI_sK16y_lliBxjkEns9c1hUi3a_Pv3QF1IsobqXoqs9R8SbARaPZXSB8TAGXAf8kUR25Xw=s88-c-k-c0x00ffffff-no-rj"
"@jsoe81657","$2,00","The grandson needs to be named Gohan ","23 K","null"
"@altaisgood","$1,99","Naming your son goku when reaching 1.4m likes is like the rarest name to be exact ","7 K","null"
"@Pakavanni","€11,99","United States of Asia","24 K","https://yt3.ggpht.com/wzSQuD0ufisxSmI9jxgwcbNrymxseKbjdQj1i6iiAbz_x3vcc8zLdn7IKO6crrqLsDzifX3U998=s88-c-k-c0x00ffffff-no-rj"
"@ImHriz02","MYR 6,00","1st : 🇨🇳 2nd : 🇨🇳  A proud Chinese moment ","21 K","https://yt3.ggpht.com/y1q4qle6N0r5nnoToFucMLkceIN2ZxpPvghXEHRll6h3u1J6J3OcKqDoqLHUN7N_WQs_qm4Z=s88-c-k-c0x00ffffff-no-rj"
"@bogdanflorin8927","£2,00","Why do people keep donating? Weird! Weird!?","5,4 K","null"
"@kingtangaming9895","AED 7,29","“They be stealing them from the factory at such a young age” ahh image","2 K","null"
"@DominicKiiria","£2,00","Gawdamn Som tin wong here","1,8 K","null"
"@MrMalto326","IDR 20.000,00","What do you mean? They look pretty American to me.","1,7 K","null"
"@oAefa","$4,99","Didn’t know what to comment, here’s $5","626","https://yt3.ggpht.com/2dfhfJEhVKvRS13Xhy9cQS-KL9Q_GcXG2c7vMeqqqZXRD1SHC8nW663BLnWFVaXnIPE0nbEPyg=s88-c-k-c0x00ffffff-no-rj"
"@afkstar1329","$4,99","Uhhh. Balls?","513","null"
"@subhamsahu6172","₹200,00","Chinese team vs dog eating team sounds way better","735","null"
"@alfonsbhagat9995","₹40,00","Thanks!","1 K","null"
"@kiibo7637","MYR 6,00","I send nothing","452","null"
"@Rxndxl_BWU","€2,00","Get yourself something nice with this Zdak ","3,6 K","https://yt3.ggpht.com/Kd7v7AyZq6hCcMKrH_8CecKAg_KgjnHMWp_7gBWIBX7hw6avYWcBVAc9BBBd2a4_iOQrx579xg=s88-c-k-c0x00ffffff-no-rj"
"@Campen.","$2,00","Who wrote those ","3,9 K","null"
"@JordanDworsky","CA$2,00","BALLZ","1 K","null"
"@Dog_1ba","$1,99","Why not donate a second time","171","https://yt3.ggpht.com/DsdTYffk7HIjAo1YG9pCWaMdqKbdt_bx5uUUxJHg4S2gDtRAckFb2-LOl_oTskrkpDlxWqeTm4U=s88-c-k-c0x00ffffff-no-rj"
"@Dog_1ba","$1,99","Grandpa be getting ptsd ","1 K","https://yt3.ggpht.com/DsdTYffk7HIjAo1YG9pCWaMdqKbdt_bx5uUUxJHg4S2gDtRAckFb2-LOl_oTskrkpDlxWqeTm4U=s88-c-k-c0x00ffffff-no-rj"
"@kingtangaming9895","AED 7,29","Grandpa about to be a victim after this   ","704","null"
"@AsA-ps7um","BGN 2,00",""AAAAAEEEEAAAAAEEEEAAAAA aaaaaeeeaaaaaaeeeeaa AAAAAEEEEAAAA-" Such inspiration to me and my family tree (Also it's my birthday)","132","null"
"@WhoStoleMyNoodle","IDR 20.000,00","I love your funny shorts so i donate you again! Hope you reach 5m subs fast alr, God bless","90","null"
"@AronchaiYT","MX$20,00","","67","null"
"@2KE-587","$75,00","Dicky would be great","162","https://yt3.ggpht.com/vz5HR1BBg6p-IHFfiIiQPzrq1-OjtgX3QNwUwwgJ2eYq-TQ4u5HYp-TthQKBx0M9ZFGIbc_TwX8=s88-c-k-c0x00ffffff-no-rj"
"@LouisLim-h5e","IDR 20.000,00","Mike who cheese sounds really good","1 K","null"
"@subhamsahu6172","₹200,00","Dicenis seems not too bad.","375","null"
"@LukasHabtoch-v8i","€5,00","Cat ","1,4 K","null"
"@Oh-Dears","$2,00","The guy that said richard is on or onto something","526","null"
"@LeoDean-tr8os","$1,99","Pp nose kinda looks like it no lie ","79","null"
"@LukasHabtoch-v8i","€5,00","🥹 next video has a cat?","1,2 K","https://yt3.ggpht.com/ytc/AIdro_leFFe8KMeL6dviJz4lflNtiouNm3lwAszN8UUFbfSwdMLOPurEgsecMSCzM5JDe-AUAA=s88-c-k-c0x00ffffff-no-rj"
"@Ripkamora","$2,00","Lil bro forgot he wasn't jack black","763","null"
"@cashieredits7489","HK$25,00","curse of binding X ","830","null"
"@Yozakurarbx","$1,99","This is the moment he knew he fu**ed up.","475","null"
"@WhoStoleMyNoodle","IDR 20.000,00","Im here just to donate you because im your biggest fan Zdak/Kadz","267","null"
"@SubToBlueberryVR","$2,00","Dedicated  Pin pls?","13 K","https://yt3.ggpht.com/XeooGcFfMtaKtBMDZgh12n_QCzZ7X5ZcNxfhGtzL41t65Y04jINjces0Tg5RRckPB2PjimoS0A=s88-c-k-c0x00ffffff-no-rj"
"@Arnav.Hindustan.gaming123","₹40,00","Its rare for you bc i give you rupees     EDIT: THANKS for TO MUCH LIKES MUMMY IAM FAMOUS ","751","null"
"@MaherDastala-h7i","PHP 50,00","Thanks!","188","null"
"@Jezekcz8417","CZK 50,00","Pilot is a menace   Brooo my first ever pin yay!","17 K","https://yt3.ggpht.com/6Odg_U1KCvLhN9O7mJkXyQIjL6MluPbbSW5btr_-6z8OfHMxUpbSPbMxMFsUpioYP79_vmVV=s88-c-k-c0x00ffffff-no-rj"
"@alguem_do_mundo","R$5,00","top 5 plot twists","5,4 K","null"
"@BradKress","$199,99","Thanks!","9,5 K","https://yt3.ggpht.com/ytc/AIdro_ltIu98QW9aVmbqVxBW_IQi0xR-vFgzH-Rl4Tsb2VD6G1NqCdIv6pqabuAAW4pBrhtoAw=s88-c-k-c0x00ffffff-no-rj"
"@xw0323","CA$6,99","im going broke but this one got me dying ","5,8 K","null"
"@BrighterGrowagarden","$1,99","“There is nothing we can do” rip thick of it","7,2 K","null"
"@mamahakutakut26","IDR 20.000,00","L5","10 K","null"
"@kyrinmcclanahan9338","$10,00","Lets settle this f 2 or e 3 at night d 5 in the morning","1 K","null"
"@DingleBonk1","$1,99","E5: daytime E2: 2 am H5: taking dookie A11: no hands and bricked","1,2 K","null"
"@TheMrSealOFFICIAL","$4,99","G13= Animal abuse charges","1,4 K","null"
"@seanmiller516","$99,99","That was funny . Now more jokes funny man","823","null"
"@BrighterGrowagarden","$1,99","Another one!","1,7 K","null"
"@BrighterGrowagarden","$1,99","I’m in the e thick of it…","1 K","null"
"@-TheVCrafter","CHF 2,00","I like this kind of humor  Keep it up! ","737","null"
"@κΥκΥ","₫20.000","here's like idk less than a dollar because im broke af","2,5 K","null"
"@Pizzafans6674","IDR 20.000,00","Z5 is perfect","968","null"
"@These_editz111","€2,00","Lil bro gonna have a fun moment ","190","null"
"@AreYouOk-n","$1,99","Thanks!","1 K","null"
"@ngrngr321","IDR 500.000,00","math aint even mathing dawg ","64 K","https://yt3.ggpht.com/iHNc5-uZVQqADSZNkosw304y85HWJP98mIbXUz6XR1_Fc_AA0DvhxeWQAPCCTxF07vZcmX9x=s88-c-k-c0x00ffffff-no-rj"
"@LilJimbob626","$10,00","hes cooked 🫡   edit:YO 500 LIKES IS CRAZY  edit 2:YOO 937 LIKES LETS GET TO 1K  edit 3:THANKS BRO","5,4 K","null"
"@twixman154","$2,00","Legends says hes still trying to find a solution  i give "2" dolla dolla","4,5 K","null"
"@apfelobias5703","€2,00","Time to Launder some money ","1,4 K","null"
"@LiliaMohammed","€5,00","Thanks for all the funny content Zdak! You deserve more!","2,9 K","https://yt3.ggpht.com/ytc/AIdro_l32f5I0gJLKP0LePuNk_vR6K5IeNv7Zly6aGwFBaU10sOyc9EqHTxOasWtY5x6VuBnRk8=s88-c-k-c0x00ffffff-no-rj"
"@BaxosWolves","$2,00","Go buy something nice","537","null"
"@NOdl29-i7i","CA$2,79","Guys was his name always zdak or am i tripping ","489","https://yt3.ggpht.com/7e3Dh4AeXJuAgvWarVujg_Hp_p07h2KIwn36kcyPcseGLd8bd5twCMxFlxAoZ4HVyInFZRx2=s88-c-k-c0x00ffffff-no-rj"
"@JASSMANS1NGH","NZ$2,00","Indirectly called him fat af.","5,4 K","null"
"@Inatablebs","$1,99","or those who don’t get it: So basically what happened was when the dinosaur started breakdancing on the ceiling the tap dancing frog told him to get off the air while he was ironing the grass then he won the apple while the blueberry was actually the Jiggy ant in disguise  holy shit y’all little children don’t know it’s a joke some stupid ass idiots be saying “what??” “wrong video” “i don’t understand” like bro","19 K","null"
"@GeetanshBhandari2906","AU$2,00","My first super chat here 🫠","1,3 K","null"
"@Blackdaybeats","₹40,00","Donate more today for better Future ","220","null"
"@indrajitkumarverma3944","₹1.000,00","Before zdak!  And it's 11.53$ Edit:- I haven't used my father's money I am that much rich that i can buy whole zdak","15 K","https://yt3.ggpht.com/ytc/AIdro_nhZbF6KyS20xqBOxCQssP4k_DsHpTo75iLAxJBEBVoA29uk0fv5cejdx87SOdmd9rZAw=s88-c-k-c0x00ffffff-no-rj"
"@piggatheblackpig917","$24,99","bros buttcheeks are gonna be in heaven         edit: im not a fucking bot, i joined like 1 week ago because i have priorities ","3,5 K","https://yt3.ggpht.com/5h-5ya5mvXdOMvno5SLrqoLflW3cLqqRzkI4K1Cdmxgjf87H6oiNVnmSaOTB6EcGguCZGhPD=s88-c-k-c0x00ffffff-no-rj"
"@GravityGrip-e3f","DKK 17,00","No pain no gain","1,3 K","https://yt3.ggpht.com/zva9kXvjiwm8Diz4GS0pdEZRUQC8TW5DzdarBa5RwW7BpjRc2VMnRbUWLMo8OvLQlJ8V-Va-SJ0=s88-c-k-c0x00ffffff-no-rj"
"@ZTheeGamer","$1,99","No more cheeks buddy","807","null"
"@zwnshin","$4,99","my cheeks are gone after this","1,5 K","null"
"@subhamsahu6172","₹200,00","Nah, I'd use water.","950","null"
"@ZuraVT","SAR 10,00","Any meme YT short comments... Zdak comments (for no absolute reason): ","317","null"
"@Treyrake7532","$2,00","transition into a man","430","null"
"@ngrngr321","IDR 100.000,00","skibidi","177","null"
"@Rac7st-gz3","₹40,00","but bro ok","41","null"
"@Treyrake7532","$2,00","even the flies need to follow rules","3,7 K","https://yt3.ggpht.com/fafN-yUzwOvKV-sdxwminKwOAXC-9mwk8jyuBdiJUwpIt7kQ8UyJD7b3p-0JC5iot03LPPf8=s88-c-k-c0x00ffffff-no-rj"
"@Skyedits-g9k","฿69,00","Bro how even fly can read this","801","null"
"@J-nebula_cool","PHP 50,00","Flies have to see this  And btw this money is called pesos  Zdak commented yayyy","135","null"
"@Vortexplaysz","$1,99","Keep up the good work!!","236","null"
"@PovPro22altaccount","₫49.000","Dawg I lost a bet and now I gotta dono u this shit for month ","400","null"
"@Blinkxly1987","MX$20,00","They readed these signs before","242","null"
"@Jdog-o7e","£2,00","If you give me a like i should give something for you keep being a great person who makes w edits","6,1 K","https://yt3.ggpht.com/FrudCdhW3rrTFOYux1PfhmC7H_JUbjoHfvpsvKb0EDdHYLQepwSSdjo0nq72myRsTWcg7gVnRnU=s88-c-k-c0x00ffffff-no-rj"
"@Skeleton-bones-0","$2,00","how did you get my picture while I'm smoking? ","1,9 K","null"
"@Treyrake7532","$2,00","arby's always on the bottom","914","null"
"@vs.unfazed","$1,99","turtles","803","null"
"@combatgodsfanbyeitsmesunny","$5,00","Thanks     Thanks so much :D","1,5 K","https://yt3.ggpht.com/_DKg7gzAesLeMATSkmye9RXbl6xLjGiHYq4jYAv4QRIVO7qvRJkrp8UYPJkd8zyeuxN2JxIY=s88-c-k-c0x00ffffff-no-rj"
"@Treyrake7532","$2,00","back in my day's ahh joke","13 K","null"
"@Axurea","$1,99","Kadz: NOOOO Me: Well I can’t deny the truth","1,1 K","null"
"@aistorycreationss","₹40,00","Go damn","1,5 K","null"
"@PovPro22altaccount","₫49.000","No.. it can’t be… NOOOOOOO","1 K","null"
"@Darkanoffical","AU$2,99","Man bring back those friendly vibes :( ","1,1 K","null"
"@king13_12","₺20,00","For those who dont spell and read, it says "İ am a pen1s" ","1,1 K","null"
"@thegtbois","$4,99","Guys I just drank water after eating fish ","4,5 K","https://yt3.ggpht.com/HMYwo1jMrBpWYzwD3oDc3KsQOkPsYRwZmGE_-Qx5In3QwSrtNhPBbEcb-XuIYiV_Ii5wYedt=s88-c-k-c0x00ffffff-no-rj"
"@norafida420","MYR 6,00","I drank the water","257","null"
"@userappolguy","PHP 50,00","Not if u 'bite' a fish then swallow it","1,9 K","null"
"@AsA-ps7um","BGN 2,00","You mean...Ling Lang guli guli gu-","602","null"
"@PovPro22altaccount","₫49.000","DONGS ️️️       Chat I ain’t Vietnamese stop glazing if fam","472","null"
"@AiyaanMuhammad","£2,00","It makes sense ","424","null"
"@Treyrake7532","$2,00","thanks","279","null"
"@LukasHabtoch-v8i","€20,00","","5,6 K","https://yt3.ggpht.com/ytc/AIdro_leFFe8KMeL6dviJz4lflNtiouNm3lwAszN8UUFbfSwdMLOPurEgsecMSCzM5JDe-AUAA=s88-c-k-c0x00ffffff-no-rj"
"@Treyrake7532","$2,00","wait","2,2 K","null"
"@Gapryong_kim94","₹40,00","No. no. Noo.......","1,9 K","null"
"@Skyedits-g9k","฿69,00","Mom:time too show my skill","469","null"
"@aminalaghiti9247","MAD 100,00","Merci !","62","null"
"@Tsebraden","HK$25,00","honestly like the rabbit one better","676","null"
"@aderonkeoriola6759","NGN 400,00","Thanks","34","null"
"@CynthiaTanSeenTi","MYR 6,00","what what what???","230","null"
"@StarterCool","₪6,00","For those who dont get it: Im gay","335","null"
"@julieetienne8854","$4,99","Ain’t no way…","185","https://yt3.ggpht.com/ytc/AIdro_n43qfOsrzC3_Ul8Dg9OKuut_QgkSjlhpudojvg4wi1dVLZ=s88-c-k-c0x00ffffff-no-rj"
"@dimodimitrov829","BGN 2,00","Haha ","479","null"
"@SherryTurner-dy4zg","$2,00","Thanks!","29","null"
"@ReubenKisoel","$5,00","This grandpa is great","13","https://yt3.ggpht.com/ytc/AIdro_l3eSdJrs9xkcAFM7kExUd2KzasO2x_y1BOcwBOQFRsO4jhq02GQpbHzLNdWF64M9fNlQ=s88-c-k-c0x00ffffff-no-rj"
"@insertname6581","BGN 2,00","That's beautiful","768","null"
"@Treyrake7532","$2,00","awww how cute","996","null"
"@PovPro22altaccount","₫49.000","Second and third photo on the bottom row 🇩🇪","647","null"
"@KarlaGonzalez-b4j","$2,00","Gusse what more money ","193","null"
"@michaelvonasch4819","CHF 2,00","poor olives","2,5 K","https://yt3.ggpht.com/ytc/AIdro_mMKkIw6qIVOwM7hw1Vfk1mpmgY7Rb82MkwUI7j5m4UNF61zwEagX40qUHO86_-ShVCIQ=s88-c-k-c0x00ffffff-no-rj"
"@GojiMations2024","R$2,00",""The villain's backstory isnt tragic!1!1" The villain's backstory:","4,5 K","null"
"@PovPro22altaccount","₫49.000","Olives bouta enter their villain arc    chat I ain’t Vietnamese stop glazing it fam","6,4 K","null"
"@prasannav3605","₹40,00","Bro never Runs out of memes ","905","null"
"@Treyrake7532","$2,00","end food discrimination️","1 K","null"
"@SimónMorales-c2t","ARS 100,00","Lol","187","null"
"@JatRoblox","$4,99","I want to be the first donator pinned WITHOUT a heart ","16 K","https://yt3.ggpht.com/tTe_r3izxxV1vHgNbhXWh4CaTCm5mYEmO7Xn1Nk7eu3Quk3EZ0Ctz_EGNcJqieWFlm0C8C2FDQ=s88-c-k-c0x00ffffff-no-rj"
"@alshafikhan8792","SGD 2,00","Zdak that's freaking crazy","131","null"
"@JASSMANS1NGH","NZ$5,00","Who is gonna tell lil bro what those are","9,5 K","null"
"@goldenspace24","MYR 6,00","Bro gonna snap his fingers after dat","5,7 K","null"
"@MrTurnipREAL","$1,99","Bro, wash dose hands rn bruh. Those ain’t infinity stones ","3,9 K","null"
"@Treyrake7532","$2,00","assemble","3,3 K","null"
"@Superman-cavill","₹40,00","I am inevitable ","1,3 K","https://yt3.ggpht.com/zr7ZDrDMGR-v4tIewdKBbH7LdmqXLuf8tHAVDpHyoU731WwJtL7bnYb6j880q-Pcl1h9Hdre=s88-c-k-c0x00ffffff-no-rj"
"@hardhittersinc1394","$1,99","Nah, where are the other two?!","958","null"
"@Indi_is_indie","$2,00","heres my college funds","973","null"
"@DryestSole","$1,99","Thanks for thanking my super thanks zdak!","467","null"
"@Pakavanni","€29,99","Real question how do you find all these memes it’s been months and still not out of content ","4,9 K","https://yt3.ggpht.com/wzSQuD0ufisxSmI9jxgwcbNrymxseKbjdQj1i6iiAbz_x3vcc8zLdn7IKO6crrqLsDzifX3U998=s88-c-k-c0x00ffffff-no-rj"
"@Treyrake7532","$2,00","bro woke and chose violence","1,4 K","null"
"@Animationman-l4v","$4,99","She got more rolls than the michelin man  Bro went frog chin mode  She takes up one petabyte of storage on my phone  Half of their weight is in their 20 rolls  She got the Indiana jones boulder chin  You have a face that makes onions cry  I look at her and think “two billion years of evellution for this”  I jellous of the people who haven’t met you  Her chin has her own orbit  X ray scan done it says “cannot scan through planets”","69","null"
"@konstantin-276","€2,00","your videos and your comments never fail to make me laugh","1,7 K","null"
"@agustinv36","CLP 1.000","They are the daughters of caseoh ","1,6 K","null"
"@KarlaGonzalez-b4j","$2,00","Thanks!","588","null"
"@FireBlox55","$2,00","️","327","https://yt3.ggpht.com/_Hwhw1i7UqkydS-_yxxRbw5vOwJsjFatSAIE56ipXg7EYxwYCWcBcZ0-plKAK3Zcx2TTgk17VQ=s88-c-k-c0x00ffffff-no-rj"
"@MyNameIsChukuChukuSlimShady","€5,00","Sighs","3,3 K","https://yt3.ggpht.com/D23vHg9PyVTDMJvqyRV3pWDejFCss2n7maw_ZMs9osAxoVU0OteM5Tnnht00McemnxAsehLGqQ=s88-c-k-c0x00ffffff-no-rj"
"@KarlaGonzalez-b4j","$2,00","More money ","318","null"
"@rizoki2920","SEK 27,00","Bros gonna be richer than elon musk ","425","null"
"@TruioT-i1z","$1,99","I don’t know em either ","271","null"
"@Treyrake7532","$2,00","guess who's back","89","null"
"@cashieredits7489","HK$10,00","heres another 10 dolla  respond with "What the sigma?"","109","null"
"@Q_fog","$5,00","Burger king showing no mercy ","2,8 K","https://yt3.ggpht.com/QZoAsjiIeQgKHyw7EKw2rXPAIAGtPxiKd7ent9r-W_EjqCVXrCw2KII7jtmkB4sU7lEiNXvfIg=s88-c-k-c0x00ffffff-no-rj"
